Tanggal,Waktu,Latitude,Longitude,Heading,Kecepatan (knot)
16/03/2022,1:12,-4.7527,130.1021,180,4.15942029
16/03/2022,1:13,-4.7529,130.1021,180,4.15942029
16/03/2022,1:14,-4.7531,130.1021,180,4.15942029
16/03/2022,1:15,-4.7533,130.1021,180,4.15942029
16/03/2022,1:16,-4.7536,130.1021,180,4.15942029
16/03/2022,1:17,-4.7538,130.1021,180,4.15942029
16/03/2022,1:18,-4.754,130.1021,180,4.15942029
16/03/2022,1:19,-4.7542,130.1021,180,4.15942029
16/03/2022,1:20,-4.7544,130.1021,180,4.15942029
16/03/2022,1:21,-4.7546,130.1021,180,4.15942029
16/03/2022,1:22,-4.7548,130.1021,180,4.15942029
16/03/2022,1:23,-4.7551,130.1021,180,4.15942029
16/03/2022,1:24,-4.7553,130.1021,180,4.15942029
16/03/2022,1:25,-4.7555,130.1021,180,4.15942029
16/03/2022,1:26,-4.7557,130.1021,180,4.15942029
16/03/2022,1:27,-4.7559,130.1021,180,4.15942029
16/03/2022,1:28,-4.7561,130.1021,180,4.15942029
16/03/2022,1:29,-4.7563,130.1021,180,4.15942029
16/03/2022,1:30,-4.7565,130.1021,180,4.15942029
16/03/2022,1:31,-4.7567,130.1021,180,4.15942029
16/03/2022,1:32,-4.7569,130.1021,180,4.15942029
16/03/2022,1:33,-4.7571,130.1021,180,4.15942029
16/03/2022,1:34,-4.7573,130.1021,180,4.15942029
16/03/2022,1:35,-4.7575,130.1021,180,4.15942029
16/03/2022,1:36,-4.7577,130.1021,180,4.15942029
16/03/2022,1:37,-4.7579,130.1021,180,4.15942029
16/03/2022,1:38,-4.7581,130.1021,180,4.15942029
16/03/2022,1:39,-4.7583,130.1021,180,4.15942029
16/03/2022,1:40,-4.7585,130.1021,180,4.15942029
16/03/2022,1:41,-4.7587,130.1021,180,4.15942029
16/03/2022,1:42,-4.7589,130.1021,180,4.15942029
16/03/2022,1:43,-4.7591,130.1021,180,4.15942029
16/03/2022,1:44,-4.7593,130.1021,180,4.15942029
16/03/2022,1:45,-4.7595,130.1021,180,4.15942029
16/03/2022,1:46,-4.7597,130.1021,180,4.15942029
16/03/2022,1:47,-4.7599,130.1021,180,4.15942029
16/03/2022,1:48,-4.7601,130.1021,180,4.15942029
16/03/2022,1:49,-4.7603,130.1021,180,4.15942029
16/03/2022,1:50,-4.7604,130.1021,180,4.15942029
16/03/2022,1:51,-4.7606,130.1021,180,4.15942029
16/03/2022,1:52,-4.7608,130.1021,180,4.15942029
16/03/2022,1:53,-4.761,130.1021,180,4.15942029
16/03/2022,1:54,-4.7612,130.1021,180,4.15942029
16/03/2022,1:55,-4.7614,130.1021,180,4.15942029
16/03/2022,1:56,-4.7615,130.1021,180,4.15942029
16/03/2022,1:57,-4.7617,130.1021,180,4.15942029
16/03/2022,1:58,-4.7619,130.1021,180,4.15942029
16/03/2022,1:59,-4.7621,130.1021,180,4.15942029
16/03/2022,2:00,-4.7622,130.1021,180,4.15942029
16/03/2022,2:01,-4.7624,130.1021,180,4.15942029
16/03/2022,2:02,-4.7626,130.1021,180,4.15942029
16/03/2022,2:03,-4.7628,130.1021,180,4.15942029
16/03/2022,2:04,-4.763,130.1021,180,4.15942029
16/03/2022,2:05,-4.7631,130.1021,180,4.15942029
16/03/2022,2:06,-4.7633,130.1021,180,4.15942029
16/03/2022,2:07,-4.7635,130.1021,180,4.15942029
16/03/2022,2:08,-4.7636,130.1021,180,4.15942029
16/03/2022,2:09,-4.7638,130.1021,180,4.15942029
16/03/2022,2:10,-4.764,130.1021,180,4.15942029
16/03/2022,2:11,-4.7642,130.1021,180,4.15942029
16/03/2022,2:12,-4.7643,130.1021,180,4.15942029
16/03/2022,2:13,-4.7645,130.1021,180,4.15942029
16/03/2022,2:14,-4.7647,130.1021,180,4.15942029
16/03/2022,2:15,-4.7648,130.1021,180,4.15942029
16/03/2022,2:16,-4.765,130.1021,180,4.15942029
16/03/2022,2:17,-4.7652,130.1021,180,4.15942029
16/03/2022,2:18,-4.7653,130.1021,180,4.15942029
16/03/2022,2:19,-4.7655,130.1021,180,4.15942029
16/03/2022,2:20,-4.7656,130.1021,180,4.15942029
16/03/2022,2:21,-4.7658,130.1021,180,4.15942029
16/03/2022,2:22,-4.766,130.1021,180,4.15942029
16/03/2022,2:23,-4.7661,130.1021,180,4.15942029
16/03/2022,2:24,-4.7663,130.1021,180,4.15942029
16/03/2022,2:25,-4.7665,130.1021,180,4.15942029
16/03/2022,2:26,-4.7666,130.1021,180,4.15942029
16/03/2022,2:27,-4.7668,130.1021,180,4.15942029
16/03/2022,2:28,-4.7669,130.1021,180,4.15942029
16/03/2022,2:29,-4.7671,130.1021,180,4.15942029
16/03/2022,2:30,-4.7672,130.1021,180,4.15942029
16/03/2022,2:31,-4.7674,130.1021,180,4.15942029
16/03/2022,2:32,-4.7675,130.1021,180,4.15942029
16/03/2022,2:33,-4.7677,130.1021,180,4.15942029
16/03/2022,2:34,-4.7678,130.1021,180,4.15942029
16/03/2022,2:35,-4.768,130.1021,180,4.15942029
16/03/2022,2:36,-4.7681,130.1021,180,4.15942029
16/03/2022,2:37,-4.7683,130.1021,180,4.15942029
16/03/2022,2:38,-4.7684,130.1021,180,4.15942029
16/03/2022,2:39,-4.7686,130.1021,180,4.15942029
16/03/2022,2:40,-4.7687,130.1021,180,4.15942029
16/03/2022,2:41,-4.7688,130.1021,180,4.15942029
16/03/2022,2:42,-4.769,130.1021,180,4.15942029
16/03/2022,2:43,-4.7691,130.1021,180,4.15942029
16/03/2022,2:44,-4.7693,130.1021,180,4.15942029
16/03/2022,2:45,-4.7694,130.1021,180,4.15942029
16/03/2022,2:46,-4.7696,130.1021,180,4.15942029
16/03/2022,2:47,-4.7697,130.1021,180,4.15942029
16/03/2022,2:48,-4.7698,130.1021,180,4.15942029
16/03/2022,2:49,-4.77,130.1021,180,4.15942029
16/03/2022,2:50,-4.7701,130.1021,180,4.15942029
16/03/2022,2:51,-4.7702,130.1021,180,4.15942029
16/03/2022,2:52,-4.7704,130.1021,180,4.15942029
16/03/2022,2:53,-4.7705,130.1021,180,4.15942029
16/03/2022,2:54,-4.7707,130.1021,180,4.15942029
16/03/2022,2:55,-4.7708,130.1021,180,4.15942029
16/03/2022,2:56,-4.7709,130.1021,180,4.15942029
16/03/2022,2:57,-4.771,130.1021,180,4.15942029
16/03/2022,2:58,-4.7712,130.1021,180,4.15942029
16/03/2022,2:59,-4.7713,130.1021,180,4.15942029
16/03/2022,3:00,-4.7714,130.1021,180,4.15942029
16/03/2022,3:01,-4.7715,130.1021,180,4.15942029
16/03/2022,3:02,-4.7717,130.1021,180,4.15942029
16/03/2022,3:03,-4.7718,130.1021,180,4.15942029
16/03/2022,3:04,-4.7719,130.1021,180,4.15942029
16/03/2022,3:05,-4.772,130.1021,180,4.15942029
16/03/2022,3:06,-4.7721,130.1021,180,4.15942029
16/03/2022,3:07,-4.7723,130.1021,180,4.15942029
16/03/2022,3:08,-4.7724,130.1021,180,4.15942029
16/03/2022,3:09,-4.7725,130.1021,180,4.15942029
16/03/2022,3:10,-4.7726,130.1021,180,4.15942029
16/03/2022,3:11,-4.7727,130.1021,180,4.15942029
16/03/2022,3:12,-4.7728,130.1021,180,4.15942029
16/03/2022,3:13,-4.7729,130.1021,180,4.15942029
16/03/2022,3:14,-4.773,130.1021,180,4.15942029
16/03/2022,3:15,-4.7731,130.1021,180,4.15942029
16/03/2022,3:16,-4.7733,130.1021,180,4.15942029
16/03/2022,3:17,-4.7734,130.1021,180,4.15942029
16/03/2022,3:18,-4.7735,130.1021,180,4.15942029
16/03/2022,3:19,-4.7736,130.1021,180,4.15942029
16/03/2022,3:20,-4.7737,130.1021,180,4.15942029
16/03/2022,3:21,-4.7738,130.1021,180,4.15942029
16/03/2022,3:22,-4.7739,130.1021,180,4.15942029
16/03/2022,3:23,-4.774,130.1021,180,4.15942029
16/03/2022,3:24,-4.77405,130.1021,180,4.15942029
16/03/2022,3:25,-4.7741,130.1021,180,4.15942029
16/03/2022,3:26,-4.7742,130.1021,180,4.15942029
16/03/2022,3:27,-4.7743,130.1021,180,4.15942029
16/03/2022,3:28,-4.7744,130.1021,180,4.15942029
16/03/2022,3:29,-4.7745,130.1021,180,4.15942029
16/03/2022,3:30,-4.7746,130.1021,180,4.15942029
16/03/2022,3:31,-4.7747,130.1021,180,4.15942029
16/03/2022,3:32,-4.77475,130.1021,180,4.15942029
16/03/2022,3:33,-4.7748,130.1021,180,4.15942029
16/03/2022,3:34,-4.7749,130.1021,180,4.15942029
16/03/2022,3:35,-4.775,130.1021,180,4.15942029
16/03/2022,3:36,-4.7751,130.1021,180,4.15942029
16/03/2022,3:37,-4.7752,130.1021,180,4.15942029
16/03/2022,3:38,-4.7753,130.1021,180,4.15942029
16/03/2022,3:39,-4.7754,130.1021,180,4.15942029
16/03/2022,3:40,-4.7755,130.1021,180,4.15942029
16/03/2022,3:41,-4.77555,130.1021,180,4.15942029
16/03/2022,3:42,-4.7756,130.1021,180,4.15942029
16/03/2022,3:43,-4.7757,130.1021,180,4.15942029
16/03/2022,3:44,-4.7758,130.1021,180,4.15942029
16/03/2022,3:45,-4.7759,130.1021,180,4.15942029
16/03/2022,3:46,-4.77595,130.1021,180,4.15942029
16/03/2022,3:47,-4.776,130.1021,180,4.15942029
16/03/2022,3:48,-4.7761,130.1021,180,4.15942029
16/03/2022,3:49,-4.7762,130.1021,180,4.15942029
16/03/2022,3:50,-4.77625,130.1021,180,4.15942029
16/03/2022,3:51,-4.7763,130.1021,180,4.15942029
16/03/2022,3:52,-4.7764,130.1021,180,4.15942029
16/03/2022,3:53,-4.7765,130.1021,180,4.15942029
16/03/2022,3:54,-4.7766,130.1021,180,4.15942029
16/03/2022,3:55,-4.7767,130.1021,180,4.15942029
16/03/2022,3:56,-4.77675,130.1021,180,4.15942029
16/03/2022,3:57,-4.7768,130.1021,180,4.057971014
16/03/2022,3:58,-4.7769,130.1021,180,4.057971014
16/03/2022,3:59,-4.777,130.1021,180,4.057971014
16/03/2022,4:00,-4.7771,130.1021,180,4.057971014
16/03/2022,4:01,-4.77715,130.1021,180,4.057971014
16/03/2022,4:02,-4.7772,130.1021,180,4.057971014
16/03/2022,4:03,-4.7773,130.1021,180,4.057971014
16/03/2022,4:04,-4.7774,130.1021,180,4.057971014
16/03/2022,4:05,-4.7775,130.1021,180,4.057971014
16/03/2022,4:06,-4.77755,130.1021,180,4.057971014
16/03/2022,4:07,-4.7776,130.1021,180,4.057971014
16/03/2022,4:08,-4.7777,130.1021,180,4.057971014
16/03/2022,4:09,-4.7778,130.1021,180,4.057971014
16/03/2022,4:10,-4.7779,130.1021,180,4.057971014
16/03/2022,4:11,-4.77795,130.1021,180,4.057971014
16/03/2022,4:12,-4.778,130.1021,180,4.057971014
16/03/2022,4:13,-4.7781,130.1021,180,4.057971014
16/03/2022,4:14,-4.7782,130.1021,180,4.057971014
16/03/2022,4:15,-4.7783,130.1021,180,4.057971014
16/03/2022,4:16,-4.77835,130.1021,180,4.057971014
16/03/2022,4:17,-4.7784,130.1021,180,4.057971014
16/03/2022,4:18,-4.7785,130.1021,180,4.057971014
16/03/2022,4:19,-4.7786,130.1021,180,4.057971014
16/03/2022,4:20,-4.7787,130.1021,180,4.057971014
16/03/2022,4:21,-4.77875,130.1021,180,4.057971014
16/03/2022,4:22,-4.7788,130.1021,180,4.057971014
16/03/2022,4:23,-4.7789,130.1021,180,4.057971014
16/03/2022,4:24,-4.779,130.1021,180,4.057971014
16/03/2022,4:25,-4.7791,130.1021,180,4.057971014
16/03/2022,4:26,-4.77915,130.1021,180,4.057971014
16/03/2022,4:27,-4.7792,130.1021,180,4.057971014
16/03/2022,4:28,-4.7793,130.1021,180,4.057971014
16/03/2022,4:29,-4.7794,130.1021,180,4.057971014
16/03/2022,4:30,-4.7795,130.1021,180,4.057971014
16/03/2022,4:31,-4.77955,130.1021,180,4.057971014
16/03/2022,4:32,-4.7796,130.1021,180,4.057971014
16/03/2022,4:33,-4.7797,130.1021,180,4.057971014
16/03/2022,4:34,-4.7798,130.1021,180,4.057971014
16/03/2022,4:35,-4.7799,130.1021,180,4.057971014
16/03/2022,4:36,-4.77995,130.1021,180,4.057971014
16/03/2022,4:37,-4.78,130.1021,180,4.057971014
16/03/2022,4:38,-4.7801,130.1021,180,4.057971014
16/03/2022,4:39,-4.7802,130.1021,180,4.057971014
16/03/2022,4:40,-4.7803,130.1021,180,4.057971014
16/03/2022,4:41,-4.78035,130.1021,180,4.057971014
16/03/2022,4:42,-4.7804,130.1021,180,4.057971014
16/03/2022,4:43,-4.7805,130.1021,180,4.057971014
16/03/2022,4:44,-4.7806,130.1021,180,4.057971014
16/03/2022,4:45,-4.7807,130.1021,180,4.057971014
16/03/2022,4:46,-4.78075,130.1021,180,4.057971014
16/03/2022,4:47,-4.7808,130.1021,180,4.057971014
16/03/2022,4:48,-4.7809,130.1021,180,4.057971014
16/03/2022,4:49,-4.781,130.1021,180,4.057971014
16/03/2022,4:50,-4.7811,130.1021,180,4.057971014
16/03/2022,4:51,-4.78115,130.1021,180,4.057971014
16/03/2022,4:52,-4.7812,130.1021,180,4.057971014
16/03/2022,4:53,-4.7813,130.1021,180,4.057971014
16/03/2022,4:54,-4.7814,130.1021,180,4.057971014
16/03/2022,4:55,-4.7815,130.1021,180,4.057971014
16/03/2022,4:56,-4.7816,130.1021,180,4.057971014
16/03/2022,4:57,-4.78165,130.1021,180,4.057971014
16/03/2022,4:58,-4.7817,130.1021,190,4.15942029
16/03/2022,4:59,-4.7818,130.1021,182,4.15942029
16/03/2022,5:00,-4.7819,130.1021,181,4.15942029
16/03/2022,5:01,-4.782,130.1021,187,4.15942029
16/03/2022,5:02,-4.7821,130.1021,187,4.15942029
16/03/2022,5:03,-4.7822,130.1021,186,4.15942029
16/03/2022,5:04,-4.7824,130.1021,184,4.15942029
16/03/2022,5:05,-4.7825,130.1021,183,4.15942029
16/03/2022,5:06,-4.7827,130.102,182,4.15942029
16/03/2022,5:07,-4.7828,130.102,181,4.15942029
16/03/2022,5:08,-4.783,130.102,185,4.15942029
16/03/2022,5:09,-4.7832,130.102,182,4.15942029
16/03/2022,5:10,-4.7834,130.102,181,4.15942029
16/03/2022,5:11,-4.7836,130.102,181,4.15942029
16/03/2022,5:12,-4.7838,130.102,184,4.15942029
16/03/2022,5:13,-4.784,130.102,180,4.15942029
16/03/2022,5:14,-4.7842,130.102,187,4.15942029
16/03/2022,5:15,-4.7844,130.102,182,4.15942029
16/03/2022,5:16,-4.7847,130.1019,183,4.15942029
16/03/2022,5:17,-4.785,130.1019,181,4.15942029
16/03/2022,5:18,-4.7852,130.1019,181,4.15942029
16/03/2022,5:19,-4.7855,130.1019,182,4.15942029
16/03/2022,5:20,-4.7858,130.1019,182,4.15942029
16/03/2022,5:21,-4.786,130.1019,180,4.15942029
16/03/2022,5:22,-4.7863,130.1019,180,4.15942029
16/03/2022,5:23,-4.7866,130.1019,180,4.15942029
16/03/2022,5:24,-4.787,130.1019,180,4.15942029
16/03/2022,5:25,-4.7873,130.1019,181,4.15942029
16/03/2022,5:26,-4.7876,130.1019,182,4.15942029
